,Station Name,Province,Climate ID,StationId,Latitude (y),Longitude (x),Elevation (m),First Year,Last Year,Status,Null pourcent
1178,FORET MONTMORENCY RCS,QUEBEC,7042395,32413,47.32,-71.15,672.8,2003,2023,True,1.0651629072681703
1179,GRANDES-BERGERONNES,QUEBEC,7042845,54698,48.26,-69.52,61.0,2018,2023,True,0.4803675856307435
1180,HAVRE ST. PIERRE,QUEBEC,7043019,48970,50.28,-63.61,37.8,2010,2023,True,2.109440267335004
1181,ILE AUX PERROQUETS,QUEBEC,7043B79,10937,50.22,-64.21,9.0,1994,2023,False,33.79281537176274
1182,ILE ROUGE,QUEBEC,7043BP9,8674,48.07,-69.56,5.9,1993,2023,True,23.26649958228905
1183,LES BUISSONS,QUEBEC,7044288,5701,49.12,-68.38,15.0,1973,2023,True,7.936507936507936
1184,LONGUE-POINTE-DE-MINGAN,QUEBEC,7044328,10977,50.27,-64.23,11.0,1994,2023,True,1.5246449456975772
1185,MONT STE-ANNE,QUEBEC,7045326,43184,47.07,-70.91,167.6,2005,2023,False,83.87635756056808
1186,NATASHQUAN A,QUEBEC,7045398,48971,50.19,-61.79,11.9,2010,2023,True,3.3625730994152043
1187,NATASHQUAN AIRPORT,QUEBEC,7045401,30168,50.19,-61.81,11.7,2008,2023,True,1.148705096073517
1188,POINTE DE L'ISLET,QUEBEC,7046059,10966,48.14,-69.72,7.0,1994,2023,False,33.542188805346704
1189,POINTE CLAVEAU,QUEBEC,704607C,10964,48.26,-70.11,4.0,1994,2023,False,59.3984962406015
1190,SEPT-ILES A,QUEBEC,7047911,52199,50.22,-66.27,54.9,2014,2023,False,35.44277360066834
1191,SEPT-ILES,QUEBEC,7047914,42683,50.22,-66.25,52.6,2002,2023,True,0.7518796992481203
1192,LAC EON,QUEBEC,704C64L,8404,51.87,-63.28,588.9,1993,2023,False,36.507936507936506
1193,POINTE-DES-MONTS,QUEBEC,704F0PN,9029,49.32,-67.38,5.9,1992,2023,True,9.252297410192147
1194,RIVIERE AU TONNERRE,QUEBEC,704FEG0,5650,50.28,-64.78,15.2,1965,2023,True,3.863826232247285
1195,POINTE NOIRE CS,QUEBEC,704Q003,27326,50.16,-66.43,24.0,1997,2023,False,64.01420217209692
1196,BAIE-COMEAU,QUEBEC,704S001,26889,49.26,-68.15,129.5,1995,2023,True,5.534670008354219
1197,CAP-D'ESPOIR,QUEBEC,7051050,9001,48.42,-64.32,15.4,1992,2023,False,42.9406850459482
1198,CAP DES ROSIERS,QUEBEC,7051055,5779,48.85,-64.2,15.0,1973,2023,True,14.82873851294904
1199,CAP-MADELEINE,QUEBEC,7051163,8999,49.25,-65.32,29.0,1992,2023,True,0.7309941520467835
1200,CAUSAPSCAL,QUEBEC,7051200,5785,48.37,-67.23,168.0,1913,2021,False,66.9172932330827
1201,CAUSAPSCAL AIRPORT,QUEBEC,7051201,54558,48.31,-67.25,123.0,2017,2023,True,0.5639097744360901
1202,GASPE A,QUEBEC,7052601,51297,48.78,-64.48,34.1,2013,2023,True,4.928989139515455
1203,GASPE A,QUEBEC,7052602,54299,48.78,-64.48,34.1,2016,2023,False,35.338345864661655
1204,GASPE AIRPORT,QUEBEC,7052603,54918,48.78,-64.48,36.0,2019,2023,True,0.5221386800334169
1205,HEATH POINT,QUEBEC,7053038,8675,49.09,-61.7,7.0,1992,2023,False,54.34419381787803
1206,ILES DE LA MADELEINE A,QUEBEC,7053254,53002,47.43,-61.78,10.7,2014,2023,False,33.959899749373434
1207,LAC HUMQUI,QUEBEC,7053649,5803,48.28,-67.57,235.9,1972,2023,True,24.24812030075188
1208,ILES DE LA MADELEINE,QUEBEC,7053KGR,10763,47.43,-61.77,7.6,1993,2023,True,2.756892230576441
1209,LA POCATIERE,QUEBEC,7054096,26893,47.36,-70.03,31.0,1996,2023,True,0.9189640768588136
1210,MONT JOLI A,QUEBEC,7055121,50841,48.61,-68.21,52.4,2013,2023,True,6.558061821219716
1211,MONT-JOLI,QUEBEC,7055122,54118,48.6,-68.19,55.0,2015,2023,True,1.3366750208855471
1212,NEW CARLISLE 1,QUEBEC,7055422,10898,48.01,-65.33,46.4,1993,2023,True,2.4227234753550544
1213,NEW RICHMOND EAST,QUEBEC,7055440,54559,48.16,-65.84,2.0,2017,2023,True,0.9189640768588136
1214,POINTE-AU-PERE (INRS),QUEBEC,7056068,27194,48.51,-68.47,4.9,1996,2023,True,0.7518796992481203
1215,PORT-MENIER,QUEBEC,7056202,8536,49.84,-64.29,55.2,1992,2023,True,4.427736006683375
1216,RIMOUSKI,QUEBEC,7056480,5836,48.45,-68.52,35.7,1952,2023,False,100.0
1217,RIVIERE-DU-LOUP,QUEBEC,7056616,8539,47.81,-69.55,146.5,1992,2023,True,0.835421888053467
1218,RIVIERE-DU-LOUP / ST-ANTONIN,QUEBEC,7056870,43165,47.8,-69.45,152.0,2005,2021,False,93.54636591478696
1219,ST CAMILLE,QUEBEC,7056930,5846,46.48,-70.22,396.0,1963,2023,True,9.54469507101086
1220,ST JEAN DE CHERBOURG,QUEBEC,7057395,5857,48.88,-67.12,350.5,1963,2023,True,8.583959899749374
1221,STE LUCIE,QUEBEC,7057515,5858,46.73,-70.02,373.0,1963,2023,True,6.787802840434419
1222,SAINT MICHEL,QUEBEC,7057567,5861,46.87,-70.88,69.0,1978,2023,True,4.991645781119465
1223,ILE BICQUETTE,QUEBEC,705LKPQ,10938,48.42,-68.89,7.0,1994,2023,False,48.45446950710108
1224,CAP-CHAT,QUEBEC,705S002,27195,49.11,-66.65,5.0,1996,2023,True,1.6290726817042605
1225,BAGOTVILLE AIRPORT,QUEBEC,7060390,55359,48.33,-71.0,150.0,2022,2023,False,64.84962406015038
1226,BAGOTVILLE A,QUEBEC,7060400,5889,48.33,-71.0,159.1,1942,2023,True,0.1044277360066833
1227,BONNARD 1,QUEBEC,7060826,10874,50.73,-71.01,498.0,1994,2023,True,23.60066833751044
1228,CHAMOUCHOUANE,QUEBEC,7061288,26797,49.28,-73.36,303.8,1994,2023,False,40.30910609857978
1229,CHUTE-DES-PASSES,QUEBEC,7061541,5903,49.84,-71.17,398.2,1960,2023,False,69.04761904761905
1230,JONQUIERE,QUEBEC,7063370,5911,48.43,-71.14,135.62,1963,2023,True,7.184628237259815
1231,LATERRIERE,QUEBEC,7064181,30722,48.31,-71.13,162.7,2001,2023,False,39.91228070175439
1232,MISTOOK,QUEBEC,7065012,10797,48.6,-71.72,112.5,1994,2023,True,9.711779448621554
1233,NORMANDIN,QUEBEC,7065639,10872,48.84,-72.55,137.2,1993,2023,True,2.255639097744361
1234,ONATCHIWAY,QUEBEC,7065738,27294,48.89,-71.03,304.0,1997,2023,True,19.77861319966583
1235,ROBERVAL A,QUEBEC,7066686,52080,48.52,-72.27,178.6,2014,2023,True,0.8563074352548037
1236,ROBERVAL A,QUEBEC,7066687,54300,48.52,-72.27,178.6,2016,2023,False,33.542188805346704
1237,ST AMBROISE,QUEBEC,7066820,5936,48.57,-71.33,121.9,1954,2023,True,5.994152046783626
1238,ST PRIME,QUEBEC,7067658,5940,48.62,-72.42,121.9,1980,2023,True,4.699248120300752
1239,LAC BENOIT,QUEBEC,706I001,26778,51.53,-71.11,549.0,1994,2023,False,31.015037593984964
1240,MANOUANE EST,QUEBEC,706I155,26798,50.66,-70.53,497.0,1994,2023,False,35.484544695071015
1241,LA BAIE,QUEBEC,706Q001,27315,48.3,-70.92,151.64,1997,2023,False,49.06015037593985
1242,PARENT,QUEBEC,7075800,5966,47.92,-74.62,444.71,1943,2023,True,6.140350877192982
1243,ST MICHEL DES SAINTS,QUEBEC,7077570,5969,46.68,-73.92,350.5,1966,2023,True,10.401002506265664
1244,SAINT-MICHEL-DES-SAINTS,QUEBEC,7077571,48188,46.82,-74.09,429.9,2009,2023,True,8.939014202172096
1245,LA TUQUE,QUEBEC,707DBD4,10875,47.41,-72.79,168.9,1994,2023,True,1.2113617376775272
1246,BARRAGE TEMISCAMINGUE,QUEBEC,7080468,5977,46.71,-79.1,181.4,1910,2023,True,0.6683375104427736
1247,MONT BRUN,QUEBEC,7085106,5988,48.42,-78.73,304.8,1980,2023,True,15.121136173767752
1248,ROUYN,QUEBEC,7086716,10849,48.25,-79.03,318.0,1994,2023,True,5.618212197159565
1249,ROUYN-NORANDA A,QUEBEC,7086719,50090,48.21,-78.84,301.1,2012,2023,False,35.23391812865497
1250,CHAPAIS,QUEBEC,7091299,27443,49.82,-74.98,381.1,2001,2023,True,21.4703425229741
1251,CHIBOUGAMAU CHAPAIS A,QUEBEC,7091409,53019,49.77,-74.53,387.1,2014,2023,True,1.984126984126984
1252,CHIBOUGAMAU-CHAPAIS,QUEBEC,7091410,54599,49.78,-74.53,381.0,2017,2023,True,0.5639097744360901
1253,EASTMAIN RIVER A,QUEBEC,7092310,53338,52.23,-78.52,7.3,2014,2023,False,37.05096073517126
1254,LA GRANDE 4 A,QUEBEC,7093714,49648,53.75,-73.68,306.3,2011,2023,True,3.1746031746031744
1255,LA GRANDE RIVIERE A,QUEBEC,7093716,50822,53.63,-77.7,194.8,2012,2023,True,1.7752715121136171
1256,LA GRANDE IV,QUEBEC,7093GJ5,44204,53.76,-73.68,302.8,2005,2023,True,3.2999164578111944
1257,MATAGAMI A,QUEBEC,7094636,49491,49.76,-77.8,279.8,2011,2023,True,5.847953216374268
1258,MATAGAMI,QUEBEC,7094637,10791,49.76,-77.79,281.03,1992,2023,True,0.960735171261487
1259,VAL-D'OR A,QUEBEC,7098600,6081,48.06,-77.79,337.4,1951,2023,False,86.80033416875523
1260,VAL-D'OR,QUEBEC,7098603,30172,48.06,-77.79,338.88,2008,2023,True,2.736006683375104
1261,VAL D'OR A,QUEBEC,7098605,49390,48.05,-77.78,337.4,2011,2023,True,6.411862990810359
1262,WASKAGANISH A,QUEBEC,7098898,53018,51.47,-78.76,24.1,2014,2023,False,36.59147869674185
1263,WEMINDJI A,QUEBEC,7098908,53159,53.01,-78.83,20.1,2014,2023,False,35.25480367585631
1264,LAC BERRY,QUEBEC,709CEE9,6005,48.8,-78.28,305.0,1973,2023,True,14.243943191311612
1265,AKULIVIK A,QUEBEC,7100072,54068,60.82,-78.15,23.2,2018,2023,False,35.296574770258985
1266,INUKJUAK A,QUEBEC,7103280,48974,58.47,-78.08,25.3,2011,2023,True,6.328320802005012
1267,IVUJIVIK A,QUEBEC,7103329,54066,62.42,-77.93,38.7,2018,2023,False,35.46365914786968
1268,KUUJJUARAPIK A,QUEBEC,7103537,52201,55.28,-77.77,12.2,2014,2023,True,7.623224728487886
1269,KUUJJUARAPIK,QUEBEC,7103539,53978,55.37,-77.57,30.0,2015,2023,True,26.900584795321635
1270,PUVIRNITUQ A,QUEBEC,7106223,52038,60.05,-77.29,25.3,2014,2023,True,8.66750208855472
1271,UMIUJAQ A,QUEBEC,7108564,54070,56.54,-76.52,76.5,2018,2023,False,34.7953216374269
1272,INUKJUAK,QUEBEC,710S005,30166,58.47,-78.08,26.21,2008,2023,True,2.276524644945697
1273,AUPALUK A,QUEBEC,7110601,54058,59.3,-69.6,36.9,2018,2023,False,37.05096073517126
1274,KANGIQSUJUAQ A,QUEBEC,7113380,54062,61.59,-71.93,157.6,2018,2023,False,35.714285714285715
1275,KANGIRSUK A,QUEBEC,7113384,54072,60.03,-70.0,123.8,2018,2023,False,35.83959899749373
1276,KANGIQSUALUJJUAQ A,QUEBEC,7113391,54074,58.71,-65.99,66.1,2018,2023,False,34.941520467836256
1277,KUUJJUAQ A,QUEBEC,7113535,52179,58.09,-68.42,39.9,2014,2023,True,1.1069340016708438
1278,PARC NATIONAL DES PINGUALUIT,QUEBEC,7115800,48228,61.31,-73.67,503.4,2009,2022,False,33.60484544695071
1279,QUAQTAQ A,QUEBEC,7116273,54060,61.05,-69.62,32.3,2018,2023,False,34.50292397660819
1280,RIVIERE AUX FEUILLES,QUEBEC,7116505,44143,57.91,-72.98,171.39,2005,2023,True,22.431077694235587
1281,SALLUIT,QUEBEC,7117800,52378,62.18,-75.67,228.0,2014,2023,True,18.379281537176272
1282,SALLUIT A,QUEBEC,7117802,54064,62.18,-75.67,227.1,2018,2023,False,35.31746031746032
1283,SCHEFFERVILLE A,QUEBEC,7117823,49649,54.81,-66.81,520.9,2012,2023,True,5.3467000835421885
1284,SCHEFFERVILLE COTE-NORD,QUEBEC,7117824,54878,54.8,-66.8,517.2,2019,2023,True,6.829573934837092
1285,TASIUJAQ A,QUEBEC,7118366,54019,58.67,-69.96,36.9,2018,2023,False,35.54720133667502
1286,AROOSTOOK,NEW BRUNSWICK,8100300,6109,46.71,-67.72,80.0,1929,2023,True,4.824561403508771
1287,BAS CARAQUET,NEW BRUNSWICK,8100467,6915,47.8,-64.83,5.0,1993,2023,True,3.571428571428571
1288,BAS CARAQUET,NEW BRUNSWICK,8100468,6113,47.8,-64.87,10.7,1982,2023,False,66.70843776106933
1289,BATHURST A,NEW BRUNSWICK,8100506,54283,47.63,-65.74,58.8,2016,2023,True,1.086048454469507
1290,BOUCTOUCHE CDA CS,NEW BRUNSWICK,8100593,6918,46.43,-64.77,35.9,1991,2021,False,63.49206349206349
1291,CHARLO AUTO,NEW BRUNSWICK,8100885,42103,47.99,-66.33,42.0,2003,2023,True,1.039260969976905
1292,MIRAMICHI RCS,NEW BRUNSWICK,8100989,10808,47.01,-65.47,33.0,1994,2023,True,7.435254803675856
1293,DOAKTOWN AUTO RCS,NEW BRUNSWICK,8101201,51537,46.59,-66.01,43.0,2013,2023,True,4.323308270676692
1294,EDMUNDSTON,NEW BRUNSWICK,8101303,43323,47.42,-68.32,154.2,2004,2023,True,6.056808688387635
1295,FREDERICTON INTL A,NEW BRUNSWICK,8101505,48568,45.87,-66.54,20.7,2010,2023,True,2.1512113617376776
1296,FREDERICTON AQUATIC CENTRE C/S,NEW BRUNSWICK,8101507,10981,45.96,-66.65,8.3,1994,2021,False,100.0
1297,FREDERICTON CDA CS,NEW BRUNSWICK,8101605,30309,45.92,-66.61,35.08,2000,2023,True,4.866332497911445
1298,FUNDY PARK (ALMA) CS,NEW BRUNSWICK,8101746,6919,45.6,-64.95,42.7,1993,2023,True,16.24895572263993
1299,GAGETOWN AWOS A,NEW BRUNSWICK,8101794,29493,45.84,-66.45,50.6,2000,2022,False,58.31244778613199
1300,GRAND MANAN SAR CS,NEW BRUNSWICK,8101925,30598,44.71,-66.8,78.2,2000,2023,True,22.639933166248955
1301,KOUCHIBOUGUAC,NEW BRUNSWICK,8102326,54538,46.79,-65.01,21.0,2016,2023,True,5.263157894736842
1302,MACTAQUAC PROV PARK,NEW BRUNSWICK,8102536,6194,45.95,-66.9,110.0,1973,2023,False,43.3375104427736
1303,MECHANIC SETTLEMENT,NEW BRUNSWICK,8102848,45090,45.69,-65.17,403.0,2006,2023,True,14.954051796157058
1304,MISCOU ISLAND (AUT),NEW BRUNSWICK,8103050,6205,48.01,-64.49,4.0,1957,2023,True,8.625730994152047
1305,MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,NEW BRUNSWICK,8103201,50309,46.11,-64.68,70.7,2012,2023,True,2.088554720133668
1306,MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A,NEW BRUNSWICK,8103202,54282,46.11,-64.68,70.7,2016,2023,False,34.753550543024225
1307,OAK POINT,NEW BRUNSWICK,8103780,49868,45.51,-66.1,11.0,2011,2023,True,0.4385964912280701
1308,POINT LEPREAU CS,NEW BRUNSWICK,8104201,27746,45.07,-66.45,6.0,1992,2023,True,9.210526315789473
1309,RED PINES,NEW BRUNSWICK,8104295,48768,47.44,-65.6,124.0,2010,2023,True,4.239766081871345
1310,SAINT JOHN A,NEW BRUNSWICK,8104901,50310,45.32,-65.89,108.8,2012,2023,True,3.654970760233918
1311,GARNETT SETTLEMENT,NEW BRUNSWICK,8104905,55378,45.29,-65.81,94.29,2022,2023,False,63.53383458646616
1312,ST. STEPHEN,NEW BRUNSWICK,8104935,43383,45.21,-67.25,26.1,2006,2023,True,17.314118629908105
1313,SUSSEX FOUR CORNERS,NEW BRUNSWICK,8105210,54078,45.74,-65.53,47.0,2015,2023,True,3.467000835421888
1314,WOODSTOCK NEWBRIDGE,NEW BRUNSWICK,8105603,53238,46.15,-67.54,154.0,2014,2023,True,6.829573934837092
1315,BACCARO PT,NOVA SCOTIA,8200255,46007,43.45,-65.47,4.6,2007,2023,True,3.654970760233918
1316,BEAVER ISLAND (AUT),NOVA SCOTIA,8200558,10078,44.82,-62.33,16.0,1992,2023,False,33.583959899749374
1317,BEDFORD BASIN,NOVA SCOTIA,8200573,43406,44.71,-63.63,3.5,2004,2023,False,48.725981620718464
1318,BEDFORD RANGE,NOVA SCOTIA,8200574,43123,44.75,-63.66,9.6,2004,2023,True,22.91144527986633
1319,BRIER ISLAND,NOVA SCOTIA,8200604,10859,44.29,-66.35,15.8,1969,2023,True,7.184628237259815
1320,CARIBOU POINT (AUT),NOVA SCOTIA,8200774,8990,45.77,-62.68,2.4,1993,2023,True,8.47953216374269
1321,CHETICAMP HIGHLANDS NATIONAL PARK,NOVA SCOTIA,8200828,54618,46.65,-60.95,8.0,2018,2023,True,2.088554720133668
1322,COLLEGEVILLE AUTO,NOVA SCOTIA,8201001,53538,45.49,-62.01,69.0,2015,2023,True,2.6942355889724308
1323,DEBERT,NOVA SCOTIA,8201390,42243,45.42,-63.47,37.5,2003,2023,True,1.023391812865497
1324,ESKASONI FIRST NATION AUTOMATIC WEATHER STATION,NOVA SCOTIA,8201780,49748,45.92,-60.65,28.0,2011,2023,True,4.385964912280701
1325,GRAND ETANG,NOVA SCOTIA,8201969,10792,46.55,-61.05,12.8,1994,2023,False,35.23391812865497
1326,GREENWOOD A,NOVA SCOTIA,8202000,6354,44.98,-64.92,28.0,1942,2023,True,0.06265664160401
1327,EMERGENCY WEATHER STATION #2,NOVA SCOTIA,8202195,50208,44.73,-64.46,135.0,2013,2023,True,25.918964076858813
1328,HALIFAX DOCKYARD,NOVA SCOTIA,8202240,43405,44.66,-63.58,3.8,2004,2023,False,36.299081035923145
1329,HALIFAX STANFIELD INT'L A,NOVA SCOTIA,8202249,53938,44.88,-63.51,145.4,2019,2023,False,30.451127819548876
1330,HALIFAX STANFIELD INT'L A,NOVA SCOTIA,8202251,50620,44.88,-63.51,145.4,2012,2023,True,1.984126984126984
1331,HALIFAX KOOTENAY,NOVA SCOTIA,8202252,43124,44.59,-63.55,52.0,2004,2023,True,16.228070175438596
1332,HALIFAX WINDSOR PARK,NOVA SCOTIA,8202255,43403,44.66,-63.61,51.0,2004,2023,True,16.917293233082706
1333,HART ISLAND (AUT),NOVA SCOTIA,8202318,7173,45.35,-60.98,8.2,1993,2023,False,33.583959899749374
1334,INGONISH BEACH RCS,NOVA SCOTIA,8202502,30326,46.66,-60.41,10.0,2000,2023,True,3.279030910609858
1335,KEJIMKUJIK 1,NOVA SCOTIA,8202592,6923,44.4,-65.2,125.0,1993,2023,True,3.654970760233918
1336,KENTVILLE CDA CS,NOVA SCOTIA,8202810,27141,45.07,-64.48,48.7,1996,2023,True,1.2113617376775272
1337,LAKE MAJOR,NOVA SCOTIA,8202896,27742,44.72,-63.48,62.5,1999,2023,False,69.9874686716792
1338,LOUISBOURG,NOVA SCOTIA,8203163,54578,45.92,-59.97,15.0,2017,2023,True,4.030910609857978
1339,LUNENBURG,NOVA SCOTIA,8203210,31829,44.36,-64.3,3.8,2002,2023,False,35.44277360066834
1340,MALAY FALLS,NOVA SCOTIA,8203405,30668,44.98,-62.48,39.6,1999,2023,True,5.054302422723475
1341,MCNABS ISLAND (AUT),NOVA SCOTIA,8203478,7169,44.6,-63.53,15.4,1999,2023,False,33.751044277360066
1342,NAPPAN AUTO,NOVA SCOTIA,8203702,42083,45.76,-64.24,19.8,2003,2023,True,1.2322472848788637
1343,ALDERSVILLE,NOVA SCOTIA,8204020,55218,44.83,-64.51,237.0,2021,2023,False,39.39014202172097
1344,NORTHEAST MARGAREE (AUT),NOVA SCOTIA,8204154,10661,46.37,-60.98,54.0,1994,2023,True,12.05096073517126
1345,NORTH MOUNTAIN CS,NOVA SCOTIA,8204161,27592,46.82,-60.67,439.4,1998,2023,True,13.533834586466163
1346,OSBORNE HEAD DND,NOVA SCOTIA,8204190,43404,44.61,-63.42,30.0,2004,2023,False,32.205513784461154
1347,UPPER STEWIACKE RCS,NOVA SCOTIA,8204193,44363,45.23,-63.06,23.5,2005,2023,True,5.451127819548872
1348,PARRSBORO,NOVA SCOTIA,8204402,43183,45.41,-64.35,30.89,2004,2023,True,2.6942355889724308
1349,POCKWOCK LAKE,NOVA SCOTIA,8204453,6435,44.77,-63.83,164.6,1979,2023,False,39.74519632414369
1350,PORT HAWKESBURY,NOVA SCOTIA,8204495,48668,45.66,-61.37,114.9,2010,2023,True,1.8796992481203008
1351,SABLE ISLAND A,NOVA SCOTIA,8204703,52202,43.93,-59.96,1.2,2014,2023,True,23.89306599832916
1352,SABLE ISLAND,NOVA SCOTIA,8204708,54639,43.93,-60.01,1.2,2017,2023,True,1.2113617376775272
1353,ST MARGARET'S BAY,NOVA SCOTIA,8204800,6456,44.7,-63.9,17.4,1922,2021,False,69.79949874686717
1354,ST PAUL ISLAND (AUT),NOVA SCOTIA,8204909,9033,47.23,-60.14,27.0,1993,2023,False,41.47869674185464
1355,SHEARWATER RCS,NOVA SCOTIA,8205092,47187,44.63,-63.51,24.0,2008,2023,True,2.506265664160401
1356,SHEARWATER JETTY,NOVA SCOTIA,8205093,10945,44.63,-63.52,5.5,1994,2023,True,28.2999164578112
1357,SHELBURNE SANDY POINT,NOVA SCOTIA,8205130,54603,43.7,-65.32,46.03,2018,2023,True,2.4853801169590644
1358,SYDNEY A,NOVA SCOTIA,8205701,52518,46.16,-60.05,61.9,2014,2023,True,1.608187134502924
1359,SYDNEY CS,NOVA SCOTIA,8205702,44503,46.16,-60.04,62.5,2006,2023,True,7.748538011695906
1360,SYDNEY A,NOVA SCOTIA,8205703,54281,46.16,-60.05,61.9,2016,2023,False,34.12698412698413
1361,TATAMAGOUCHE,NOVA SCOTIA,8205774,6927,45.68,-63.23,18.0,1993,2021,False,73.66332497911445
1362,TRACADIE,NOVA SCOTIA,8205895,41575,45.61,-61.68,66.67,2003,2023,True,7.101086048454469
1363,WATERVILLE CAMBRIDGE,NOVA SCOTIA,8206222,6497,45.05,-64.65,30.6,1980,2023,True,27.25563909774436
1364,WESTERN HEAD,NOVA SCOTIA,8206240,6501,43.99,-64.66,10.06,1959,2023,True,2.360066833751044
1365,WHITE ROCK,NOVA SCOTIA,8206316,6507,45.05,-64.38,38.1,1977,2021,False,91.39515455304928
1366,YARMOUTH RCS,NOVA SCOTIA,8206491,50408,43.83,-66.09,36.0,2012,2023,True,1.3157894736842104
1367,YARMOUTH A,NOVA SCOTIA,8206495,50133,43.83,-66.09,42.9,2012,2023,True,1.8170426065162903
1368,YARMOUTH A,NOVA SCOTIA,8206496,54284,43.83,-66.09,42.9,2016,2023,False,33.62573099415205
1369,CHARLOTTETOWN A,PRINCE EDWARD ISLAND,8300301,50621,46.29,-63.12,50.9,2012,2023,True,3.717627401837928
1370,EAST POINT (AUT),PRINCE EDWARD ISLAND,8300418,7177,46.46,-61.99,7.7,1992,2023,True,22.639933166248955
1371,NEW GLASGOW,PRINCE EDWARD ISLAND,8300497,6537,46.41,-63.35,6.1,1971,2023,True,21.8671679197995
1372,NORTH CAPE,PRINCE EDWARD ISLAND,8300516,10814,47.06,-64.0,7.6,1994,2023,True,11.29908103592314
1373,ST. PETERS,PRINCE EDWARD ISLAND,8300562,41903,46.45,-62.58,29.7,2003,2023,True,9.04344193817878
1374,STANHOPE,PRINCE EDWARD ISLAND,8300590,6545,46.42,-63.08,3.0,1961,2023,True,5.513784461152882
1375,SUMMERSIDE,PRINCE EDWARD ISLAND,8300596,10800,46.44,-63.84,12.2,1994,2023,True,3.195488721804511
1376,MAPLE PLAINS,PRINCE EDWARD ISLAND,8305500,31029,46.3,-63.58,45.7,2001,2023,False,44.23558897243108
1377,HARRINGTON CDA CS,PRINCE EDWARD ISLAND,830P001,30308,46.34,-63.17,53.0,2000,2023,True,2.276524644945697
1378,ARGENTIA (AUT),NEWFOUNDLAND,8400104,10113,47.31,-54.0,9.46,1987,2023,False,59.08521303258145
1379,BADGER (AUT),NEWFOUNDLAND,8400301,6561,48.97,-56.07,102.7,1973,2023,True,10.98579782790309
1380,ST ALBAN'S,NEWFOUNDLAND,8400416,55398,47.86,-55.86,185.2,2022,2023,False,67.35588972431079
1381,BERRY HILL,NEWFOUNDLAND,8400506,55298,49.62,-57.92,122.0,2021,2023,False,44.00584795321637
1382,BONAVISTA,NEWFOUNDLAND,8400601,45047,48.67,-53.11,25.6,2006,2023,True,4.448621553884712
1383,BURGEO NL,NEWFOUNDLAND,8400801,45287,47.62,-57.62,10.6,2006,2023,True,11.779448621553884
1384,BURNT POND,NEWFOUNDLAND,8400812,6586,48.17,-57.33,298.7,1972,2023,True,2.715121136173768
1385,CAPE RACE (AUT),NEWFOUNDLAND,8401000,6590,46.66,-53.08,26.5,1920,2023,True,28.32080200501253
1386,CORMACK RCS,NEWFOUNDLAND,8401295,50677,49.32,-57.39,165.8,2012,2023,True,5.492898913951545
1387,CORNER BROOK,NEWFOUNDLAND,8401298,6933,48.93,-57.92,151.8,1993,2023,True,23.24561403508772
1388,CORNER BROOK,NEWFOUNDLAND,8401300,6610,48.95,-57.95,4.6,1933,2023,True,0.18796992481203
1389,DANIEL'S HARBOUR,NEWFOUNDLAND,8401405,54638,50.24,-57.58,19.0,2018,2023,True,1.461988304093567
1390,DEER LAKE,NEWFOUNDLAND,8401500,6614,49.17,-57.43,10.7,1933,2023,False,56.26566416040101
1391,DEER LAKE A,NEWFOUNDLAND,8401502,50068,49.21,-57.39,21.9,2012,2023,True,7.309941520467836
1392,ENGLEE (AUT),NEWFOUNDLAND,8401538,10251,50.72,-56.11,30.3,1993,2023,False,36.36173767752715
1393,FEROLLE POINT (AUT),NEWFOUNDLAND,8401565,9034,51.02,-57.1,5.8,1993,2023,True,23.830409356725145
1394,GANDER INTL A,NEWFOUNDLAND,8401703,50088,48.94,-54.57,151.2,2012,2023,True,5.910609857978279
1395,GANDER AIRPORT CS,NEWFOUNDLAND,8401705,30346,48.95,-54.57,151.0,2005,2023,True,0.6892230576441103
1396,HARBOUR BRETON,NEWFOUNDLAND,8402071,6649,47.47,-55.83,30.0,1983,2021,False,83.89724310776943
1397,LA SCIE,NEWFOUNDLAND,8402520,6668,49.92,-55.67,194.0,1984,2023,True,4.657477025898078
1398,LETHBRIDGE,NEWFOUNDLAND,8402544,6669,48.35,-53.9,15.2,1954,2023,True,6.453634085213032
1399,MIDDLE ARM,NEWFOUNDLAND,8402644,6677,49.68,-56.08,47.8,1988,2021,False,71.49122807017544
1400,MILLERTOWN RCS,NEWFOUNDLAND,8402757,50678,48.82,-56.54,203.6,2013,2023,True,22.03425229741019
1401,PORT AUX BASQUES,NEWFOUNDLAND,8402980,54640,47.57,-59.15,39.7,2017,2023,True,3.216374269005848
1402,ROCKY HARBOUR CS,NEWFOUNDLAND,8403097,6938,49.57,-57.88,67.7,1993,2021,False,98.05764411027567
1403,SAGONA ISLAND,NEWFOUNDLAND,8403255,8991,47.37,-55.79,59.7,1993,2023,False,59.69089390142022
1404,ST. ANTHONY A,NEWFOUNDLAND,8403389,48348,51.39,-56.07,32.9,2009,2023,True,5.179615705931495
1405,ST ANTHONY,NEWFOUNDLAND,8403399,27205,51.38,-56.1,29.3,1996,2023,False,33.959899749373434
1406,ST. JOHN'S INTL A,NEWFOUNDLAND,8403505,50089,47.62,-52.75,140.5,2012,2023,True,1.0442773600668338
1407,ST JOHNS WEST CLIMATE,NEWFOUNDLAND,8403603,48871,47.51,-52.78,110.0,2010,2023,True,1.9423558897243107
